1,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/01_george_washington5B15D_zpsbkw3819c.jpg
2,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/02_john_adams5B15D_zpsemx67qij.jpg
3,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/03_thomas_jefferson_zpskuygwemh.jpg
4,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/04_james_madison_zpss7z5gfus.jpg
5,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/05_james_monroe_zpsstkjfnkk.jpg
6,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/06_john_quincy_adams_zpsxi85qzjl.jpg
7,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/07_andrew_jackson5B15D_zpspaszegzl.jpg
8, http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/08_martin_van_buren_zpshgqaukhf.jpg
9,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/09_william_henry_harrison_zps6bmau4aj.jpg
10,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/10_john_tyler_zpscqzpvvu9.jpg
11,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/11_james_polk_zpso9zd9qfi.jpg
12,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/12_zachary_taylor_zpsu1bdppkg.jpg
13,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/13_millard_fillmore_zpsnin6b2ic.jpg
14,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/14_franklin_pierce_zpsjvj0xpak.jpg
15,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/15_james_buchanan_zpsaeyqkpqk.jpg
16,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/16_abraham_lincoln5B15D_zpsewxfgnv6.jpg
17, http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/17_andrew_johnson5B15D_zps9w1xrqxu.jpg
18, http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/18_ulysses_s_grant_zpsybbhz4mk.jpg
19,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/19_rutherford_b_hayes_zpsn3nzlklr.jpg
20,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/20_james_a_garfield_zpsdehxnesu.jpg
21,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/21_chester_alan_arthur_zpswcp5z2ur.jpg
22,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/22_grover_cleveland_zpsqyq1hd0d.jpg
23,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/23_benjamin_harrison5B15D_zpszmqhguvf.jpg
24, http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/24_grover_cleveland_zpspwmsczxy.jpg
25, http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/25_william_mckinley_zpszywqmrvu.jpg
26,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/26_theodore_roosevelt_zpsocoapnyx.jpg
27, http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/27_william_howard_h_taft_zpseplpyf5v.jpg
28,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/28_woodrow_wilson_zpseetggnc5.jpg
29,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/29_warren_g_harding_zps07ihitqb.jpg
30,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/30_calvin_coolidge_zpsdjl3oorz.jpg
31,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/31_herbert_hoover_zpszv6ddcro.jpg
32,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/32_franklin_d_roosevelt_zps1igzmvpy.jpg
33,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/33_harry_s_truman_zpsuao7zl5k.jpg
34,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/34_dwight_d_eisenhower5B15D_zpsbg7iqnjd.jpg
35,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/35_john_f_kennedy_zps0du9v4ra.jpg
36,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/36_lyndon_b_johnson_zpsmhpkqyij.jpg
37,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/37_richard_m_nixon_zpsu8vxz2no.jpg
38,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/38_gerald_ford_zpshpv5ue7g.jpg
39,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/39_jimmy_carter_zpsiahv3cua.jpg
40,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/40_ronald_reagan_zpsv2fumglx.jpg
41,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/41_george_h_w_bush_zpstb92qi1g.jpg
42,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/42_bill_clinton_zpshcyorcp7.jpg
43,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/43_george_w_bush_zpsxjvclzlf.jpg
44,http://i1155.photobucket.com/albums/p553/JonathanDavidSmith/44_barack_obama5B15D_zpslmqp0n9y.jpg
